Iteration	Alpha	Abs_Diff_Flows	Rel_Diff_Flows	QoPI	QoPI_Flow
 1328	       0.000000	       0.137500	       0.000000	      25.178100	       0.000900
 1329	       0.000000	       0.137400	       0.000000	      25.161900	       0.000900
 1330	       0.000000	       0.137300	       0.000000	      25.145700	       0.000900
 1331	       0.000000	       0.137200	       0.000000	      25.129400	       0.000900
 1332	       0.000000	       0.137100	       0.000000	      25.113200	       0.000900
 1333	       0.000000	       0.137000	       0.000000	      25.096900	       0.000900
 1334	       0.000000	       0.136900	       0.000000	      25.080600	       0.000900
 1335	       0.000000	       0.136800	       0.000000	      25.064300	       0.000900
 1336	       0.000000	       0.136700	       0.000000	      25.047900	       0.000900
 1337	       0.000000	       0.136600	       0.000000	      25.031500	       0.000900
 1338	       0.000000	       0.136500	       0.000000	      25.015200	       0.000900
 1339	       0.000000	       0.136500	       0.000000	      24.998800	       0.000900
 1340	       0.000000	       0.136400	       0.000000	      24.982300	       0.000900
 1341	       0.000000	       0.136300	       0.000000	      24.965900	       0.000900
 1342	       0.000000	       0.136200	       0.000000	      24.949400	       0.000900
 1343	       0.000000	       0.136100	       0.000000	      24.933000	       0.000900
 1344	       0.000000	       0.136000	       0.000000	      24.916500	       0.000900
 1345	       0.000000	       0.135900	       0.000000	      24.900000	       0.000900
 1346	       0.000000	       0.135800	       0.000000	      24.883400	       0.000900
 1347	       0.000000	       0.135700	       0.000000	      24.866900	       0.000900
 1348	       0.000000	       0.135600	       0.000000	      24.850300	       0.000900
 1349	       0.000000	       0.135500	       0.000000	      24.833700	       0.000800
 1350	       0.000000	       0.135400	       0.000000	      24.817200	       0.000800
 1351	       0.000000	       0.135300	       0.000000	      24.800500	       0.000800
 1352	       0.000000	       0.135200	       0.000000	      24.783900	       0.000800
 1353	       0.000000	       0.135200	       0.000000	      24.767300	       0.000800
 1354	       0.000000	       0.135100	       0.000000	      24.750600	       0.000800
 1355	       0.000000	       0.135000	       0.000000	      24.733900	       0.000800
 1356	       0.000000	       0.134900	       0.000000	      24.717200	       0.000800
 1357	       0.000000	       0.134800	       0.000000	      24.700500	       0.000800
 1358	       0.000000	       0.134700	       0.000000	      24.683800	       0.000800
 1359	       0.000000	       0.134600	       0.000000	      24.667100	       0.000800
 1360	       0.000000	       0.134500	       0.000000	      24.650300	       0.000800
 1361	       0.000000	       0.134400	       0.000000	      24.633600	       0.000800
 1362	       0.000000	       0.134300	       0.000000	      24.616800	       0.000800
 1363	       0.000000	       0.134200	       0.000000	      24.600000	       0.000800
 1364	       0.000000	       0.134100	       0.000000	      24.583200	       0.000800
 1365	       0.000000	       0.134000	       0.000000	      24.566400	       0.000800
 1366	       0.000000	       0.133900	       0.000000	      24.549500	       0.000800
 1367	       0.000000	       0.133900	       0.000000	      24.532700	       0.000800
 1368	       0.000000	       0.133800	       0.000000	      24.515800	       0.000800
 1369	       0.000000	       0.133700	       0.000000	      24.499000	       0.000800
 1370	       0.000000	       0.133600	       0.000000	      24.482100	       0.000800
 1371	       0.000000	       0.133500	       0.000000	      24.465200	       0.000800
 1372	       0.000000	       0.135400	       0.000000	      24.448300	       0.000800
 1373	       0.000000	       0.134400	       0.000000	      24.431500	       0.000800
 1374	       0.000000	       0.133900	       0.000000	      24.414700	       0.000800
 1375	       0.000000	       0.133600	       0.000000	      24.397900	       0.000800
 1376	       0.000000	       0.133500	       0.000000	      24.381200	       0.000800
 1377	       0.000000	       0.133400	       0.000000	      24.364400	       0.000800
 1378	       0.000000	       0.133300	       0.000000	      24.347700	       0.000800
 1379	       0.000000	       0.133200	       0.000000	      24.330900	       0.000800
 1380	       0.000000	       0.133200	       0.000000	      24.314100	       0.000800
 1381	       0.000000	       0.133100	       0.000000	      24.297300	       0.000800
 1382	       0.000000	       0.133000	       0.000000	      24.280500	       0.000800
 1383	       0.000000	       0.133000	       0.000000	      24.263600	       0.000800
 1384	       0.000000	       0.132900	       0.000000	      24.246800	       0.000800
 1385	       0.000000	       0.132900	       0.000000	      24.229900	       0.000800
 1386	       0.000000	       0.132800	       0.000000	      24.213100	       0.000800
 1387	       0.000000	       0.132800	       0.000000	      24.196200	       0.000800
 1388	       0.000000	       0.132700	       0.000000	      24.179300	       0.000800
 1389	       0.000000	       0.132700	       0.000000	      24.162400	       0.000800
 1390	       0.000000	       0.132600	       0.000000	      24.145500	       0.000800
 1391	       0.000000	       0.132600	       0.000000	      24.128500	       0.000800
 1392	       0.000000	       0.132500	       0.000000	      24.111600	       0.000800
 1393	       0.000000	       0.132500	       0.000000	      24.094600	       0.000800
 1394	       0.000000	       0.132400	       0.000000	      24.077700	       0.000800
 1395	       0.000000	       0.132400	       0.000000	      24.060700	       0.000800
 1396	       0.000000	       0.132300	       0.000000	      24.043700	       0.000800
 1397	       0.000000	       0.132300	       0.000000	      24.026700	       0.000800
 1398	       0.000000	       0.132200	       0.000000	      24.009700	       0.000800
 1399	       0.000000	       0.132200	       0.000000	      23.992700	       0.000800
 1400	       0.000000	       0.132100	       0.000000	      23.975700	       0.000800
 1401	       0.000000	       0.132100	       0.000000	      23.958600	       0.000800
 1402	       0.000000	       0.132000	       0.000000	      23.941600	       0.000800
 1403	       0.000000	       0.132000	       0.000000	      23.924500	       0.000800
 1404	       0.000000	       0.131900	       0.000000	      23.907500	       0.000800
 1405	       0.000000	       0.131900	       0.000000	      23.890400	       0.000800
 1406	       0.000000	       0.131800	       0.000000	      23.873300	       0.000800
 1407	       0.000000	       0.131800	       0.000000	      23.856200	       0.000800
 1408	       0.000000	       0.131700	       0.000000	      23.839100	       0.000800
 1409	       0.000000	       0.131700	       0.000000	      23.822000	       0.000800
 1410	       0.000000	       0.131600	       0.000000	      23.804800	       0.000800
 1411	       0.000000	       0.131600	       0.000000	      23.787700	       0.000800
 1412	       0.000000	       0.131500	       0.000000	      23.770600	       0.000800
 1413	       0.000000	       0.131500	       0.000000	      23.753400	       0.000800
 1414	       0.000000	       0.131400	       0.000000	      23.736300	       0.000800
 1415	       0.000000	       0.131400	       0.000000	      23.719100	       0.000800
 1416	       0.000000	       0.131300	       0.000000	      23.701900	       0.000800
 1417	       0.000000	       0.131300	       0.000000	      23.684700	       0.000800
 1418	       0.000000	       0.131200	       0.000000	      23.667500	       0.000800
 1419	       0.000000	       0.131200	       0.000000	      23.650300	       0.000800
 1420	       0.000000	       0.131100	       0.000000	      23.633100	       0.000800
 1421	       0.000000	       0.131100	       0.000000	      23.615900	       0.000800
 1422	       0.000000	       0.131000	       0.000000	      23.598700	       0.000800
 1423	       0.000000	       0.131000	       0.000000	      23.581400	       0.000800
 1424	       0.000000	       0.130900	       0.000000	      23.564200	       0.000800
 1425	       0.000000	       0.130800	       0.000000	      23.547000	       0.000800
 1426	       0.000000	       0.130800	       0.000000	      23.529700	       0.000700
 1427	       0.000000	       0.130700	       0.000000	      23.512400	       0.000700
 1428	       0.000000	       0.130700	       0.000000	      23.495200	       0.000700
 1429	       0.000000	       0.130600	       0.000000	      23.477900	       0.000700
 1430	       0.000000	       0.130600	       0.000000	      23.460600	       0.000700
 1431	       0.000000	       0.130500	       0.000000	      23.443300	       0.000700
 1432	       0.000000	       0.130500	       0.000000	      23.426000	       0.000700
 1433	       0.000000	       0.130400	       0.000000	      23.408700	       0.000700
 1434	       0.000000	       0.130400	       0.000000	      23.391400	       0.000700
 1435	       0.000000	       0.130300	       0.000000	      23.374100	       0.000700
 1436	       0.000000	       0.130300	       0.000000	      23.356800	       0.000700
 1437	       0.000000	       0.130200	       0.000000	      23.339500	       0.000700
 1438	       0.000000	       0.130200	       0.000000	      23.322200	       0.000700
 1439	       0.000000	       0.130100	       0.000000	      23.304800	       0.000700
 1440	       0.000000	       0.130100	       0.000000	      23.287500	       0.000700
 1441	       0.000000	       0.130000	       0.000000	      23.270100	       0.000700
 1442	       0.000000	       0.130000	       0.000000	      23.252800	       0.000700
 1443	       0.000000	       0.129900	       0.000000	      23.235400	       0.000700
 1444	       0.000000	       0.129800	       0.000000	      23.218100	       0.000700
 1445	       0.000000	       0.129800	       0.000000	      23.200700	       0.000700
 1446	       0.000000	       0.129700	       0.000000	      23.183300	       0.000700
 1447	       0.000000	       0.129700	       0.000000	      23.166000	       0.000700
 1448	       0.000000	       0.129600	       0.000000	      23.148600	       0.000700
 1449	       0.000000	       0.129600	       0.000000	      23.131200	       0.000700
 1450	       0.000000	       0.129500	       0.000000	      23.113800	       0.000700
 1451	       0.000000	       0.129500	       0.000000	      23.096400	       0.000700
 1452	       0.000000	       0.129400	       0.000000	      23.079000	       0.000700
 1453	       0.000000	       0.129400	       0.000000	      23.061600	       0.000700
 1454	       0.000000	       0.129300	       0.000000	      23.044200	       0.000700
 1455	       0.000000	       0.129300	       0.000000	      23.026800	       0.000700
 1456	       0.000000	       0.129200	       0.000000	      23.009400	       0.000700
 1457	       0.000000	       0.129100	       0.000000	      22.992000	       0.000700
 1458	       0.000000	       0.129100	       0.000000	      22.974600	       0.000700
 1459	       0.000000	       0.129000	       0.000000	      22.957200	       0.000700
 1460	       0.000000	       0.129000	       0.000000	      22.939700	       0.000700
 1461	       0.000000	       0.128900	       0.000000	      22.922300	       0.000700
 1462	       0.000000	       0.128900	       0.000000	      22.904900	       0.000700
 1463	       0.000000	       0.128800	       0.000000	      22.887500	       0.000700
 1464	       0.000000	       0.128800	       0.000000	      22.870000	       0.000700
 1465	       0.000000	       0.128700	       0.000000	      22.852600	       0.000700
 1466	       0.000000	       0.128700	       0.000000	      22.835100	       0.000700
 1467	       0.000000	       0.128600	       0.000000	      22.817700	       0.000700
 1468	       0.000000	       0.128600	       0.000000	      22.800200	       0.000700
 1469	       0.000000	       0.128500	       0.000000	      22.782800	       0.000700
 1470	       0.000000	       0.128500	       0.000000	      22.765300	       0.000700
 1471	       0.000000	       0.128400	       0.000000	      22.747900	       0.000700
 1472	       0.000000	       0.128300	       0.000000	      22.730400	       0.000700
 1473	       0.000000	       0.128300	       0.000000	      22.713000	       0.000700
 1474	       0.000000	       0.128200	       0.000000	      22.695500	       0.000700
 1475	       0.000000	       0.128200	       0.000000	      22.678100	       0.000700
 1476	       0.000000	       0.128100	       0.000000	      22.660600	       0.000700
 1477	       0.000000	       0.128100	       0.000000	      22.643100	       0.000700
 1478	       0.000000	       0.128000	       0.000000	      22.625700	       0.000700
 1479	       0.000000	       0.128000	       0.000000	      22.608200	       0.000700
 1480	       0.000000	       0.127900	       0.000000	      22.590700	       0.000700
 1481	       0.000000	       0.127900	       0.000000	      22.573300	       0.000700
 1482	       0.000000	       0.127800	       0.000000	      22.555800	       0.000700
 1483	       0.000000	       0.127700	       0.000000	      22.538300	       0.000700
 1484	       0.000000	       0.127700	       0.000000	      22.520800	       0.000700
 1485	       0.000000	       0.127600	       0.000000	      22.503400	       0.000700
 1486	       0.000000	       0.127600	       0.000000	      22.485900	       0.000700
 1487	       0.000000	       0.127500	       0.000000	      22.468400	       0.000700
 1488	       0.000000	       0.127500	       0.000000	      22.450900	       0.000700
 1489	       0.000000	       0.127400	       0.000000	      22.433500	       0.000700
 1490	       0.000000	       0.127400	       0.000000	      22.416000	       0.000700
 1491	       0.000000	       0.127300	       0.000000	      22.398500	       0.000700
 1492	       0.000000	       0.127300	       0.000000	      22.381000	       0.000700
 1493	       0.000000	       0.127200	       0.000000	      22.363600	       0.000700
 1494	       0.000000	       0.127200	       0.000000	      22.346100	       0.000700
 1495	       0.000000	       0.127100	       0.000000	      22.328600	       0.000700
 1496	       0.000000	       0.127000	       0.000000	      22.311100	       0.000700
 1497	       0.000000	       0.127000	       0.000000	      22.293600	       0.000700
 1498	       0.000000	       0.126900	       0.000000	      22.276200	       0.000700
 1499	       0.000000	       0.126900	       0.000000	      22.258700	       0.000700
 1500	       0.000000	       0.126800	       0.000000	      22.241200	       0.000700
 1501	       0.000000	       0.126800	       0.000000	      22.223700	       0.000700
 1502	       0.000000	       0.126700	       0.000000	      22.206300	       0.000600
 1503	       0.000000	       0.126700	       0.000000	      22.188800	       0.000600
 1504	       0.000000	       0.126600	       0.000000	      22.171300	       0.000600
 1505	       0.000000	       0.126600	       0.000000	      22.153800	       0.000600
 1506	       0.000000	       0.126500	       0.000000	      22.136400	       0.000600
 1507	       0.000000	       0.126400	       0.000000	      22.118900	       0.000600
 1508	       0.000000	       0.126400	       0.000000	      22.101400	       0.000600
 1509	       0.000000	       0.126300	       0.000000	      22.083900	       0.000600
 1510	       0.000000	       0.126300	       0.000000	      22.066500	       0.000600
 1511	       0.000000	       0.126200	       0.000000	      22.049000	       0.000600
 1512	       0.000000	       0.126200	       0.000000	      22.031500	       0.000600
 1513	       0.000000	       0.126100	       0.000000	      22.014100	       0.000600
 1514	       0.000000	       0.126100	       0.000000	      21.996600	       0.000600
 1515	       0.000000	       0.126000	       0.000000	      21.979100	       0.000600
 1516	       0.000000	       0.126000	       0.000000	      21.961700	       0.000600
 1517	       0.000000	       0.125900	       0.000000	      21.944200	       0.000600
 1518	       0.000000	       0.125800	       0.000000	      21.926800	       0.000600
 1519	       0.000000	       0.125800	       0.000000	      21.909300	       0.000600
 1520	       0.000000	       0.125700	       0.000000	      21.891800	       0.000600
 1521	       0.000000	       0.125700	       0.000000	      21.874400	       0.000600
 1522	       0.000000	       0.125600	       0.000000	      21.856900	       0.000600
 1523	       0.000000	       0.125600	       0.000000	      21.839500	       0.000600
 1524	       0.000000	       0.125500	       0.000000	      21.822000	       0.000600
 1525	       0.000000	       0.125500	       0.000000	      21.804600	       0.000600
 1526	       0.000000	       0.125400	       0.000000	      21.787200	       0.000600
 1527	       0.000000	       0.125400	       0.000000	      21.769700	       0.000600
 1528	       0.000000	       0.125300	       0.000000	      21.752300	       0.000600
 1529	       0.000000	       0.125200	       0.000000	      21.734800	       0.000600
 1530	       0.000000	       0.125200	       0.000000	      21.717400	       0.000600
 1531	       0.000000	       0.125100	       0.000000	      21.700000	       0.000600
 1532	       0.000000	       0.125100	       0.000000	      21.682500	       0.000600
 1533	       0.000000	       0.125000	       0.000000	      21.664000	       0.000600
 1534	       0.000000	       0.125000	       0.000000	      21.646700	       0.000600
 1535	       0.000000	       0.124900	       0.000000	      21.629400	       0.000600
 1536	       0.000000	       0.124900	       0.000000	      21.612100	       0.000600
 1537	       0.000000	       0.124800	       0.000000	      21.594900	       0.000600
 1538	       0.000000	       0.124800	       0.000000	      21.577600	       0.000600
 1539	       0.000000	       0.124700	       0.000000	      21.560300	       0.000600
 1540	       0.000000	       0.124600	       0.000000	      21.553000	       0.000600
 1541	       0.000000	       0.124600	       0.000000	      21.551100	       0.000600
 1542	       0.000000	       0.124600	       0.000000	      21.549200	       0.000600
 1543	       0.000000	       0.124600	       0.000000	      21.547200	       0.000600
 1544	       0.000000	       0.111300	       0.000000	      21.543500	       0.000600
 1545	       0.000000	       0.102800	       0.000000	      21.539800	       0.000600
 1546	       0.000000	       0.098900	       0.000000	      21.536200	       0.000600
 1547	       0.000000	       0.097100	       0.000000	      21.532700	       0.000600
 1548	       0.000000	       0.096100	       0.000000	      21.529400	       0.000600
 1549	       0.000000	       0.095700	       0.000000	      21.526100	       0.000600
 1550	       0.000000	       0.095400	       0.000000	      21.522900	       0.000600
 1551	       0.000000	       0.095300	       0.000000	      21.519700	       0.000600
 1552	       0.000000	       0.095300	       0.000000	      21.516600	       0.000600
 1553	       0.000000	       0.095200	       0.000000	      21.513500	       0.000600
 1554	       0.000000	       0.095200	       0.000000	      21.510500	       0.000600
 1555	       0.000000	       0.095200	       0.000000	      21.507500	       0.000600
 1556	       0.000000	       0.095200	       0.000000	      21.504600	       0.000600
 1557	       0.000000	       0.095200	       0.000000	      21.501700	       0.000600
 1558	       0.000000	       0.095200	       0.000000	      21.498900	       0.000600
 1559	       0.000000	       0.095200	       0.000000	      21.496100	       0.000600
 1560	       0.000000	       0.095200	       0.000000	      21.493400	       0.000600
 1561	       0.000000	       0.095200	       0.000000	      21.490700	       0.000600
 1562	       0.000000	       0.095200	       0.000000	      21.488100	       0.000600
 1563	       0.000000	       0.095200	       0.000000	      21.485500	       0.000600
 1564	       0.000000	       0.095200	       0.000000	      21.483000	       0.000600
 1565	       0.000000	       0.095100	       0.000000	      21.480500	       0.000600
 1566	       0.000000	       0.095100	       0.000000	      21.478100	       0.000600
 1567	       0.000000	       0.095100	       0.000000	      21.475700	       0.000600
 1568	       0.000000	       0.095100	       0.000000	      21.473300	       0.000600
 1569	       0.000000	       0.095100	       0.000000	      21.471000	       0.000600
 1570	       0.000000	       0.095100	       0.000000	      21.468700	       0.000600
 1571	       0.000000	       0.095100	       0.000000	      21.466500	       0.000600
 1572	       0.000000	       0.095100	       0.000000	      21.464300	       0.000600
 1573	       0.000000	       0.095100	       0.000000	      21.462200	       0.000600
 1574	       0.000000	       0.095100	       0.000000	      21.460100	       0.000600
 1575	       0.000000	       0.095100	       0.000000	      21.458000	       0.000600
 1576	       0.000000	       0.095100	       0.000000	      21.456000	       0.000600
 1577	       0.000000	       0.095100	       0.000000	      21.454000	       0.000600
 1578	       0.000000	       0.095100	       0.000000	      21.452100	       0.000600
 1579	       0.000000	       0.095100	       0.000000	      21.450200	       0.000600
 1580	       0.000000	       0.095100	       0.000000	      21.448300	       0.000600
 1581	       0.000000	       0.095100	       0.000000	      21.446500	       0.000600
 1582	       0.000000	       0.095100	       0.000000	      21.444700	       0.000600
 1583	       0.000000	       0.095100	       0.000000	      21.443000	       0.000600
 1584	       0.000000	       0.095100	       0.000000	      21.441300	       0.000600
 1585	       0.000000	       0.095100	       0.000000	      21.439600	       0.000600
 1586	       0.000000	       0.095100	       0.000000	      21.438000	       0.000600
 1587	       0.000000	       0.095100	       0.000000	      21.436400	       0.000600
 1588	       0.000000	       0.095100	       0.000000	      21.434800	       0.000600
 1589	       0.000000	       0.095100	       0.000000	      21.433300	       0.000600
 1590	       0.000000	       0.095100	       0.000000	      21.431800	       0.000600
 1591	       0.000000	       0.095100	       0.000000	      21.430400	       0.000600
 1592	       0.000000	       0.095100	       0.000000	      21.429000	       0.000600
 1593	       0.000000	       0.095100	       0.000000	      21.427600	       0.000600
 1594	       0.000000	       0.095100	       0.000000	      21.426200	       0.000600
 1595	       0.000000	       0.095100	       0.000000	      21.424900	       0.000600
 1596	       0.000000	       0.095100	       0.000000	      21.423600	       0.000600
 1597	       0.000000	       0.095100	       0.000000	      21.422400	       0.000600
 1598	       0.000000	       0.095100	       0.000000	      21.421200	       0.000600
 1599	       0.000000	       0.095100	       0.000000	      21.420000	       0.000600
 1600	       0.000000	       0.095100	       0.000000	      21.418900	       0.000600
 1601	       0.000000	       0.095100	       0.000000	      21.417700	       0.000600
 1602	       0.000000	       0.095200	       0.000000	      21.432000	       0.000600
 1603	       0.000000	       0.095200	       0.000000	      21.463500	       0.000600
 1604	       0.000000	       0.095200	       0.000000	      21.494600	       0.000600
 1605	       0.000000	       0.095200	       0.000000	      21.525400	       0.000600
 1606	       0.000000	       0.095200	       0.000000	      21.555900	       0.000600
 1607	       0.000000	       0.095300	       0.000000	      21.586100	       0.000600
 1608	       0.000000	       0.095300	       0.000000	      21.615900	       0.000600
 1609	       0.000000	       0.095300	       0.000000	      21.645500	       0.000600
 1610	       0.000000	       0.095300	       0.000000	      21.674700	       0.000600
 1611	       0.000000	       0.095400	       0.000000	      21.703600	       0.000600
 1612	       0.000000	       0.095400	       0.000000	      21.732200	       0.000600
 1613	       0.000000	       0.095400	       0.000000	      21.760500	       0.000600
 1614	       0.000000	       0.095400	       0.000000	      21.788500	       0.000600
 1615	       0.000000	       0.095400	       0.000000	      21.816200	       0.000600
 1616	       0.000000	       0.095500	       0.000000	      21.843600	       0.000600
 1617	       0.000000	       0.095500	       0.000000	      21.870600	       0.000600
 1618	       0.000000	       0.095500	       0.000000	      21.897400	       0.000600
 1619	       0.000000	       0.095500	       0.000000	      21.923900	       0.000600
 1620	       0.000000	       0.095500	       0.000000	      21.950100	       0.000600
 1621	       0.000000	       0.095600	       0.000000	      21.976000	       0.000600
 1622	       0.000000	       0.095600	       0.000000	      22.001500	       0.000600
 1623	       0.000000	       0.095600	       0.000000	      22.026800	       0.000600
 1624	       0.000000	       0.095600	       0.000000	      22.051800	       0.000600
 1625	       0.000000	       0.095600	       0.000000	      22.076500	       0.000600
 1626	       0.000000	       0.095700	       0.000000	      22.101000	       0.000600
 1627	       0.000000	       0.095700	       0.000000	      22.125100	       0.000600
 1628	       0.000000	       0.095700	       0.000000	      22.148900	       0.000600
 1629	       0.000000	       0.095700	       0.000000	      22.172500	       0.000600
 1630	       0.000000	       0.093700	       0.000000	      22.195800	       0.000600
 1631	       0.000000	       0.092800	       0.000000	      22.218600	       0.000600
 1632	       0.000000	       0.092400	       0.000000	      22.240900	       0.000600
 1633	       0.000000	       0.092300	       0.000000	      22.263000	       0.000600
 1634	       0.000000	       0.092200	       0.000000	      22.284800	       0.000600
 1635	       0.000000	       0.092200	       0.000000	      22.306300	       0.000600
 1636	       0.000000	       0.092300	       0.000000	      22.327500	       0.000600
 1637	       0.000000	       0.092300	       0.000000	      22.348500	       0.000600
 1638	       0.000000	       0.092300	       0.000000	      22.369200	       0.000600
 1639	       0.000000	       0.092400	       0.000000	      22.389700	       0.000600
 1640	       0.000000	       0.092400	       0.000000	      22.409900	       0.000600
 1641	       0.000000	       0.092400	       0.000000	      22.429800	       0.000600
 1642	       0.000000	       0.092400	       0.000000	      22.449500	       0.000600
 1643	       0.000000	       0.092500	       0.000000	      22.468900	       0.000600
 1644	       0.000000	       0.092500	       0.000000	      22.488100	       0.000600
 1645	       0.000000	       0.092500	       0.000000	      22.507000	       0.000600
 1646	       0.000000	       0.092500	       0.000000	      22.525700	       0.000600
 1647	       0.000000	       0.092500	       0.000000	      22.544100	       0.000600
 1648	       0.000000	       0.092600	       0.000000	      22.562300	       0.000600
 1649	       0.000000	       0.092600	       0.000000	      22.580200	       0.000600
 1650	       0.000000	       0.092600	       0.000000	      22.597800	       0.000600
 1651	       0.000000	       0.092600	       0.000000	      22.615300	       0.000600
 1652	       0.000000	       0.092600	       0.000000	      22.632400	       0.000600
 1653	       0.000000	       0.092700	       0.000000	      22.649400	       0.000600
 1654	       0.000000	       0.092700	       0.000000	      22.666100	       0.000600
 1655	       0.000000	       0.092700	       0.000000	      22.682500	       0.000600
 1656	       0.000000	       0.092700	       0.000000	      22.698700	       0.000600
 1657	       0.000000	       0.092700	       0.000000	      22.714700	       0.000600
 1658	       0.000000	       0.092700	       0.000000	      22.730500	       0.000600
 1659	       0.000000	       0.092800	       0.000000	      22.746000	       0.000600
 1660	       0.000000	       0.092800	       0.000000	      22.761200	       0.000600
 1661	       0.000000	       0.092800	       0.000000	      22.776300	       0.000600
 1662	       0.000000	       0.092800	       0.000000	      22.791100	       0.000600
 1663	       0.000000	       0.092800	       0.000000	      22.805600	       0.000600
 1664	       0.000000	       0.092800	       0.000000	      22.820000	       0.000600
 1665	       0.000000	       0.092800	       0.000000	      22.834100	       0.000600
 1666	       0.000000	       0.092900	       0.000000	      22.848000	       0.000600
 1667	       0.000000	       0.092900	       0.000000	      22.861700	       0.000600
 1668	       0.000000	       0.092900	       0.000000	      22.875100	       0.000600
 1669	       0.000000	       0.092900	       0.000000	      22.888300	       0.000600
 1670	       0.000000	       0.092900	       0.000000	      22.901300	       0.000600
 1671	       0.000000	       0.092900	       0.000000	      22.914100	       0.000600
 1672	       0.000000	       0.092900	       0.000000	      22.926600	       0.000600
 1673	       0.000000	       0.092900	       0.000000	      22.939000	       0.000600
 1674	       0.000000	       0.092900	       0.000000	      22.951100	       0.000600
 1675	       0.000000	       0.092900	       0.000000	      22.963000	       0.000600
 1676	       0.000000	       0.092900	       0.000000	      22.974700	       0.000600
 1677	       0.000000	       0.093000	       0.000000	      22.986100	       0.000600
 1678	       0.000000	       0.093000	       0.000000	      22.997400	       0.000600
 1679	       0.000000	       0.093000	       0.000000	      23.008400	       0.000600
 1680	       0.000000	       0.093000	       0.000000	      23.019300	       0.000600
 1681	       0.000000	       0.093000	       0.000000	      23.029900	       0.000600
 1682	       0.000000	       0.093000	       0.000000	      23.040300	       0.000600
 1683	       0.000000	       0.093000	       0.000000	      23.050500	       0.000600
 1684	       0.000000	       0.093000	       0.000000	      23.060500	       0.000600
 1685	       0.000000	       0.093000	       0.000000	      23.070300	       0.000600
 1686	       0.000000	       0.093000	       0.000000	      23.079900	       0.000600
 1687	       0.000000	       0.093000	       0.000000	      23.089300	       0.000600
 1688	       0.000000	       0.093000	       0.000000	      23.098400	       0.000600
 1689	       0.000000	       0.093000	       0.000000	      23.107400	       0.000600
 1690	       0.000000	       0.093000	       0.000000	      23.116200	       0.000600
 1691	       0.000000	       0.093000	       0.000000	      23.124800	       0.000600
 1692	       0.000000	       0.093000	       0.000000	      23.133200	       0.000600
 1693	       0.000000	       0.093000	       0.000000	      23.141300	       0.000600
 1694	       0.000000	       0.093000	       0.000000	      23.149300	       0.000600
 1695	       0.000000	       0.093000	       0.000000	      23.157100	       0.000600
 1696	       0.000000	       0.093000	       0.000000	      23.164700	       0.000600
 1697	       0.000000	       0.093000	       0.000000	      23.172100	       0.000600
 1698	       0.000000	       0.093000	       0.000000	      23.179300	       0.000600
 1699	       0.000000	       0.095000	       0.000000	      23.186300	       0.000600
 1700	       0.000000	       0.094000	       0.000000	      23.193100	       0.000600
 1701	       0.000000	       0.093500	       0.000000	      23.199600	       0.000600
 1702	       0.000000	       0.093300	       0.000000	      23.206000	       0.000600
 1703	       0.000000	       0.093200	       0.000000	      23.212100	       0.000600
 1704	       0.000000	       0.093200	       0.000000	      23.218100	       0.000600
 1705	       0.000000	       0.093200	       0.000000	      23.223900	       0.000600
 1706	       0.000000	       0.093200	       0.000000	      23.229500	       0.000600
 1707	       0.000000	       0.093200	       0.000000	      23.234900	       0.000600
 1708	       0.000000	       0.093200	       0.000000	      23.240200	       0.000600
 1709	       0.000000	       0.093200	       0.000000	      23.245300	       0.000600
 1710	       0.000000	       0.093200	       0.000000	      23.250200	       0.000600
 1711	       0.000000	       0.093200	       0.000000	      23.254900	       0.000600
 1712	       0.000000	       0.093200	       0.000000	      23.259500	       0.000600
 1713	       0.000000	       0.093300	       0.000000	      23.263900	       0.000600
 1714	       0.000000	       0.093300	       0.000000	      23.268100	       0.000600
 1715	       0.000000	       0.093300	       0.000000	      23.272100	       0.000600
 1716	       0.000000	       0.093300	       0.000000	      23.276000	       0.000600
 1717	       0.000000	       0.093300	       0.000000	      23.279700	       0.000600
 1718	       0.000000	       0.093300	       0.000000	      23.283300	       0.000600
 1719	       0.000000	       0.093300	       0.000000	      23.286600	       0.000600
 1720	       0.000000	       0.093300	       0.000000	      23.289800	       0.000600
 1721	       0.000000	       0.093300	       0.000000	      23.292900	       0.000600
 1722	       0.000000	       0.095300	       0.000000	      23.295800	       0.000600
 1723	       0.000000	       0.094300	       0.000000	      23.298500	       0.000600
 1724	       0.000000	       0.093800	       0.000000	      23.301000	       0.000600
 1725	       0.000000	       0.093500	       0.000000	      23.303300	       0.000600
 1726	       0.000000	       0.093400	       0.000000	      23.305500	       0.000600
 1727	       0.000000	       0.093300	       0.000000	      23.307600	       0.000600
 1728	       0.000000	       0.093200	       0.000000	      23.309500	       0.000600
 1729	       0.000000	       0.093200	       0.000000	      23.311200	       0.000600
 1730	       0.000000	       0.093200	       0.000000	      23.312800	       0.000600
 1731	       0.000000	       0.093100	       0.000000	      23.314300	       0.000600
 1732	       0.000000	       0.093100	       0.000000	      23.315500	       0.000600
 1733	       0.000000	       0.093100	       0.000000	      23.316700	       0.000600
 1734	       0.000000	       0.093100	       0.000000	      23.317700	       0.000600
 1735	       0.000000	       0.093000	       0.000000	      23.318500	       0.000600
 1736	       0.000000	       0.093000	       0.000000	      23.319200	       0.000600
 1737	       0.000000	       0.093000	       0.000000	      23.319800	       0.000600
